tier,basis,case_id,court,date,cause,ruling_quote,cited_statutes,risk,rule_source,flag_for_review
silver,判決關鍵詞抽取(未核對),"TYEV,114,桃簡,1712,20251218,1",,2025-12-18,遷讓房屋等,四、本院之判斷： ㈠按承租人租金支付有遲延者，出租人得定相當期限，催告承 租人支付租金，如承租人於其期限內不為支付，出租人得終 止契約；租賃物為房屋者，遲付租金之總額，非達2個月之 租額，不得依前項之規定，終止契約；承租人於租賃關係終 止後，應返還租賃物，民法第440條第1項、第2項前段、第4 55條前段分別定有明文。,民法第440條,medium,,Y
silver,判決關鍵詞抽取(未核對),"KLDV,114,基簡,745,20251204,1",,2025-12-04,遷讓房屋等,兩造既已約定將系爭租約及系爭讓渡契約間成 立法律上聯立契約，該契約聯立之約定自已限縮系爭租約關 於解除或終止約定之效力，而為無效。,,high,,Y
silver,判決關鍵詞抽取(未核對),"KLDV,114,基簡,745,20251204,1",,2025-12-04,遷讓房屋等,㈣、被告曾於113年年底一次給付12張支票予原告，作為114年全 年度之租金，系爭租約仍屬有效，又若法院認原告請求有理 由，系爭租約第12條之違約金亦顯然過高，請求酌減。,民法第12條,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"KLDV,114,基簡,745,20251204,1",,2025-12-04,遷讓房屋等,又聯立契約之成立與否、無效 、撤銷或解除，固應同其命運，惟其有關法律關係應分別適 用各個契約之約定，是如債務不履行之損害賠償、回復原狀 、給付違約金等，應依各契約之約定；如約定不明或未約定 者，應探求當事人之真意定之（最高法院110年度台上字第2 765號判決意旨參照）。,,high,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"KLDV,114,訴,231,20251226,2",,2025-12-26,塗銷所有權移轉登記,又前揭贈與行為及移轉所有權登記之行為既經撤 銷，即視為自始無效，則原告自得本於被告陳培彰債權人之 地位，依民法第244條第4項規定，請求被告余錫琦塗銷系爭 不動產之所有權移轉登記，故原告請求被告余錫琦將系爭不 動產以贈與為原因所為之所有權移轉登記予以塗銷，亦屬有 據。,民法第244條,high,,Y
silver,判決關鍵詞抽取(未核對),"KLDV,114,基簡,920,20251231,1",,2025-12-31,給付分期付款買賣價金,六、本件係依民事訴訟法第427條第1項適用簡易程序所為被告敗 訴之判決，爰依民事訴訟法第389條第1項第3款規定，依職 權為假執行之宣告；並依同法第436條第2項、第392條第2項 規定，依職權酌定相當之擔保金額，併予宣告免為假執行。,民事訴訟法第427條、民事訴訟法第389條、民法第436條、民法第392條,medium,,Y
silver,判決關鍵詞抽取(未核對),"KLDV,114,基小,1629,20251231,1",,2025-12-31,給付土地租金,㈡按約定之違約金額過高者，法院得減至相當之數額。,,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"KLDV,114,基小,1629,20251231,1",,2025-12-31,給付土地租金,又當事人約定之違約金是否過高 ，須依一般客觀事實，社會經濟狀況，當事人所受損害情形 及債務人如能依約履行時，債權人可享受之一切利益為衡量 標準（最高法院108年度台上字第1466號判決意旨參照）。,,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"KLDV,114,基小,1629,20251231,1",,2025-12-31,給付土地租金,準此，本院衡酌系爭契約第4條第1項所定違約金，至多 僅止於各期遲繳租金之千分之30，衡諸社會通念，該等金額 尚非甚鉅，自無約定數額過高情事；且系爭契約所定之違約 金既屬懲罰性違約金之性質，原告就該部分違約金再請求被 告給付遲延利息，依上說明，亦屬於法有據。,民法第4條,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"KLDV,114,基簡,984,20251203,1",,2025-12-03,遷讓房屋等,按 承租人應依約定日期，支付租金；承租人租金支付有遲延者 ，出租人得定相當期限，催告承租人支付租金，如承租人於 其期限內不為支付，出租人得終止契約；租賃物為房屋者， 遲付租金之總額，非達二個月之租額，不得依前項之規定， 終止契約，其租金約定於每期開始時支付者，並應於遲延給 付逾二個月時，始得終止租約；承租人於租賃關係終止後， 應返還租賃物。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"KLDV,114,基簡,984,20251203,1",,2025-12-03,遷讓房屋等,」系爭租約第16條第1項第2款、第2項第2 款則明定：「租賃期間有下列情形之一者，出租人得提前終 止租賃契約，且承租人不得要求任何賠償：㈡承租人遲付租 金之總額達二個月之租金額，經出租人定相當期限催告，仍 不為支付。,民法第16條,medium,,Y
silver,判決關鍵詞抽取(未核對),"KLDV,114,基簡,984,20251203,1",,2025-12-03,遷讓房屋等,"查兩造 於114年2月3日簽訂系爭租約，由被告向原告承租系爭房間 ，雙方約定，租金每月6,500元，乃被告自114年4月3日迄今 ，欠租已達二個月之租額，經原告請求本院送達114年11月5 日言詞辯論筆錄影本，催告被告於114年12月2日以前，結清 「114年4月3日迄114年12月2日之租金共52,000元」（6,500 元×8個月＝52,000元），併對被告為終止租約之意思表示， 然而被告屆期猶不清償，系爭租約遂於114年12月2日依法終 止；從而，原告表明其欲以被告繳交之押租金6,500元抵充 欠租，本於系爭租約之法律關係以及不當得利之法律關係， 請求如主文第一、二項所示，均有理由，應予",,medium,內政部公告:押金上限2個月租金,Y
silver,判決關鍵詞抽取(未核對),"KLDV,114,基小,1591,20251231,1",,2025-12-31,給付租金,其經債權 人起訴而送達訴狀，或依督促程序送達支付命令，或為其他 相類之行為者，與催告有同一之效力；遲延之債務，以支付 金錢為標的者，債權人得請求依法定利率計算之遲延利息； 應付利息之債務，其利率未經約定，亦無法律可據者，週年 利率為5％，民法第229條第1項、第2項、第233條第1項前段 、第203條分別定有明文。,民法第229條、民法第233條、民法第203條,medium,,Y
silver,判決關鍵詞抽取(未核對),"KLDV,114,基簡,1057,20251231,1",,2025-12-31,遷讓房屋等,㈡稱租賃者，謂當事人約定，一方以物租與他方使用收益，他 方支付租金之契約；承租人應依約定日期，支付租金；承租 人租金支付有遲延者，出租人得定相當期限，催告承租人支 付租金，如承租人於其期限內不為支付，出租人得終止契約 。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"CYDV,114,訴,231,20251216,1",,2025-12-16,遷讓房屋等,被告經催告未 履行給付價金之義務，原告等於112年12月26日以存證信函 為解除買賣契約之意思表示，被告於112年12月27日收受存 證信函，則兩造間就系爭房地之買賣契約於112年12月27日 被告收受存證信函之時即發生解除契約之效力，被告即負有 返還系爭房地之義務，被告占有系爭房地之權源，即因買賣 契約之解除而解消，其於契約解除後持續占有系爭房地，即 屬無權占有，從而，原告等本於民法第767條第1項規定，請 求被告將系爭房地騰空交還予原告等及共有人全體，自屬有 據。,民法第767條,medium,,Y
silver,判決關鍵詞抽取(未核對),"CYDV,114,訴,231,20251216,1",,2025-12-16,遷讓房屋等,其經債權 人起訴而送達訴狀，或依督促程序送達支付命令，或為其他 相類之行為者，與催告有同一之效力，民法第229條第2項定 有明文。,民法第229條,medium,,Y
silver,判決關鍵詞抽取(未核對),"CYDV,114,重訴,37,20251215,1",,2025-12-15,所有權移轉登記,"查原告主張坐落嘉義市○○段0○0○0○0○0地號土地及其上未辦保 存登記建物（含所有地上物、農作物、設施在內）（下稱系爭不 動產）原係原告所有，系爭土地並有原告分別設定給訴外人中租 迪和股份有限公司、劉秀維及被告杜司哲之抵押權登記（下稱第 一、二、三順位抵押權），兩造於民國113年11月15日簽訂不動 產借名登記契約書，約定由原告將系爭不動產借名登記在被告名 下，由被告出資清償第一、二、三順位抵押權所擔保之債權並塗 銷第一、二、三順位抵押權之設定登記，另由原告於簽約日起10 個月以新臺幣（下同）137,988,703元出售系爭土地，就原告賣 得之價金扣除被告清償第一、二、三順位抵押權所支出之全",,medium,,Y
silver,判決關鍵詞抽取(未核對),"CYDV,113,訴,900,20251212,1",,2025-12-12,塗銷所有權移轉登記等,理由 一、原告起訴主張： ㈠原告於民國113年8月22日向本院聲請對訴外人黃彥翔、被告 朱姵綺核發支付命令，經本院以113年度司促字第6973號裁 定命黃彥翔、被告朱姵綺應向原告連帶給付新臺幣（下同） 310萬元及法定利息（下稱系爭支付命令），故原告對被告 朱姵綺具有該筆債權（下稱系爭債權），詎被告朱姵綺明知 不得有損害系爭債權之行為，竟基於通謀虛偽意思表示，於 113年10月9日將名下嘉義縣○○鄉○○段○○○段00地號土地（下 稱系爭土地）移轉登記予被告鄒明育，及於113年10月29日 將嘉義縣○○鄉○○○○○○000○○○○鄉○○○00000號建造執照（下稱 系爭建照）之起造人從被告朱姵綺,民法第87條,high,,Y
silver,判決關鍵詞抽取(未核對),"CYDV,113,訴,900,20251212,1",,2025-12-12,塗銷所有權移轉登記等,㈢當黃彥翔、被告朱姵綺所開立之票據有退補或拒絕往來時， 已產生不計其數之被害人，系爭借據卻約定在此情形下，黃 彥翔、被告朱姵綺願意與王蕾名間簽訂系爭買賣契約生效， 當係民法第72條所指之無效行為。,民法第72條,high,,Y
silver,判決關鍵詞抽取(未核對),"CYDV,113,訴,900,20251212,1",,2025-12-12,塗銷所有權移轉登記等,況且， 被告鄒明育已提出系爭借據、系爭買賣契約為證（本院卷一 92至99頁），且王蕾名確於簽約當日匯款600萬元至被告朱 姵綺玉山銀行帳戶（見不爭執事項㈢），加以被告朱姵綺已 有提出於113年2月6日借得600萬元後，於當日及翌日之金流 紀錄，並說明部分係用以償還對第三人（不只一人）之借款 ，及附上玉山銀行、郵局帳戶之存摺內頁影本、匯款申請書 、對話紀錄等為證（本院卷一129至151頁），經核並無明顯 異常之處，是被告朱姵綺基於資金週轉需求，而向王蕾名借 款600萬元，應可認定。,,low,,Y
silver,判決關鍵詞抽取(未核對),"CYDV,114,訴,412,20251211,1",,2025-12-11,塗銷所有權移轉登記等,嗣原告於113年間查調如附表所示 之不動產（下稱系爭不動產）謄本資料時，發現系爭不動產 原係被告魏德興所有，被告魏德興於108年12月25日以贈與 為原因，將系爭不動產所有權移轉登記給被告魏郡儀，然此 時被告魏德興尚積欠原告款項未清償，被告魏德興上開所為 ，顯有脫免名下財產受執行償還，及蓄意以脫產逃避債務之 故意，致原告不能就系爭不動產追償，故被告間就系爭不動 產所為無償贈與行為，實有侵害原告受償債權之機會，原告 爰依民法第244條第1項、第4項之規定，請求撤銷被告間就 系爭不動產之贈與債權行為及所有權移轉登記物權行為等語 。,民法第244條,low,,Y
silver,判決關鍵詞抽取(未核對),"CYDV,114,簡上,89,20251217,1",,2025-12-17,遷讓房屋,又羅天送於83年1月間死亡、上訴人於87年始成年之事 實，業據上訴人供陳在卷（本院卷100頁、121至122頁）， 則上訴人於限制原因消滅即成年後，已無從向羅天送為承認 之意思表示，卷內亦無上訴人向羅天送全體繼承人為承認意 思表示之證據，況且上訴人既提起本件遷讓房屋訴訟，並否 認有同意讓被上訴人、陳明義住至終老之約定（本院卷124 頁），顯無承認上揭負擔之意思，而應屬無效。,,high,,Y
silver,判決關鍵詞抽取(未核對),"CYDV,114,簡上,89,20251217,1",,2025-12-17,遷讓房屋,上訴人與羅天送間就甲屋所為之附負擔贈與契約， 就負擔部分，既因羅桂月未事前允許、事後承認，且上訴人 成年後亦未承認而屬無效，依民法第111條本文規定，一部 分無效，本應全部無效，然因該附負擔贈與契約，除去該附 負擔部分仍可成立，故排除附負擔部分後其他贈與契約部分 仍應為有效，亦即，依同條但書規定，就羅天送將甲屋贈與 上訴人之行為仍可成立生效，負擔之部分則仍屬無效，上訴 人無履行該負擔之義務。,民法第111條,high,,Y
silver,判決關鍵詞抽取(未核對),"CYDV,113,訴,165,20251210,4",,2025-12-10,返還租賃物等,貳、實體事項： 一、原告主張： (一)緣兩造曾於111年12月20日簽訂機器/器材/設備租賃契約共5 份(下稱系爭租約)，由原告將含附表編號1至編號14所示動 產在內之機器/器材/設備出租給被告，系爭租約嗣經兩造於 112年11月30日合意終止，被告本應將附表編號1至編號14所 示動產返還原告，經原告催告被告返還，迄今尚未返還，原 告並已確認附表編號1至編號12所示動產(下合稱系爭動產) 均在被告處，另附表編號13至編號14所示動產遭被告遺失， 系爭租約終止後，被告即無權占有系爭動產，為此依民法第 767條第1項前段及同法第455條規定，請求被告返還系爭動 產，並擇一為有利之判決。,民法第767條、民法第455條,medium,,Y
silver,判決關鍵詞抽取(未核對),"CYDV,113,訴,165,20251210,4",,2025-12-10,返還租賃物等,七、原告陳明願供擔保請求宣告假執行，經核原告勝訴部分並無 不合，爰酌定相當擔保金額准許之，並依民事訴訟法第392 條第2項之規定，依被告聲請宣告被告預供擔保，得免為假 執行；至原告敗訴部分，原告之訴既經駁回，其假執行之聲 請亦失所附麗，應併予駁回。,民事訴訟法第392條,medium,,Y
silver,判決關鍵詞抽取(未核對),"CYDV,114,重訴,9,20251209,3",,2025-12-09,塗銷所有權移轉登記等,二、經查，上訴人原先位之訴依民法第87條規定起訴請求附表編 號1至4所示被上訴人間分別就附表編號1至4所示不動產之買 賣、抵押權、信託契約，均為通謀虛偽行為而無效，並依民 法第113條規定請求回復原狀。,民法第87條、民法第113條,high,,Y
silver,判決關鍵詞抽取(未核對),"PCEV,114,板小,1926,20251226,1",,2025-12-26,返還押租金等,於114年9月5日被告以原告違反居住之生活公約，以及 屢屢造成同居室友困擾且經商討無效為由，依兩造簽立之租 賃契約(下稱系爭租賃契約)第4條第3點之約定，提前於113 年9月30日終止系爭租賃契約。,民法第4條,high,,Y
silver,判決關鍵詞抽取(未核對),"PCEV,114,板小,1926,20251226,1",,2025-12-26,返還押租金等,二、被告則以： 原告於系爭租賃契約承租期間，屢因未遵守居住之生活公約 造成被告及同居室友之困擾，經溝通無效後被告始依系爭租 賃契約第4條第3點之約定提前終止系爭租賃契約，並扣減1 個月之押租金，對此押租金之扣減，被告並未獲取無法律上 原因之利益。,民法第4條,high,內政部公告:押金上限2個月租金,Y
silver,判決關鍵詞抽取(未核對),"PCEV,114,板小,3589,20251231,1",,2025-12-31,給付租金等,又給付無確定期限者，債務 人於債權人得請求給付時，經其催告而未為給付者，自受催 告時起，負遲延責任；遲延之債務，以支付金錢為標的者， 債權人得請求依法定利率計算之遲延利息；應付利息之債務 ，其利率未經約定，亦無法律可據者，週年利率為5%，民法 第229條第2項前段、第233條第1項前段、第203條分別著有 明文。,民法第229條、民法第233條、民法第203條,medium,,Y
silver,判決關鍵詞抽取(未核對),"PCEV,114,板小,3588,20251231,1",,2025-12-31,給付租金等,又給付無確定期限者，債務 人於債權人得請求給付時，經其催告而未為給付者，自受催 告時起，負遲延責任；遲延之債務，以支付金錢為標的者， 債權人得請求依法定利率計算之遲延利息；應付利息之債務 ，其利率未經約定，亦無法律可據者，週年利率為5%，民法 第229條第2項前段、第233條第1項前段、第203條分別著有 明文。,民法第229條、民法第233條、民法第203條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,7884,20251211,1",,2025-12-11,返還租賃物等,㈡按系爭租約第5條第1項第1款及第3款約定：「……僅下列各款 情形之一或各方書面合意終止時，本契約提前終止：⑴積欠 壹期（含）以上租金或壹期（含）以上計張費用，經書面定 期催告給付仍不履行……⑶發生退票、停止支付……之情事。,民法第5條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,7884,20251211,1",,2025-12-11,返還租賃物等,"經 查被告軒饌公司分別自第44期及第48期起即有積欠壹期（含 ）以上租金費用及計張費用，經原告震旦開發公司、互盛公 司催告迄未清償，則依前揭約定，原告震旦開發公司、互盛 公司主張終止系爭租約，請求被告軒饌公司返還系爭租賃物 中之系爭彩印機，若被告軒饌公司不能返還系爭彩印機，應 賠償原告震旦開發公司系爭彩印機之殘值19,774元，即屬有 據。",,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,7884,20251211,1",,2025-12-11,返還租賃物等,㈢另按約定之違約金額過高者，法院得減至相當之數額。,,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北小,4270,20251210,1",,2025-12-10,給付分期買賣價金,三、本院之判斷： ㈠依系爭契約第1條約定：「應收帳款轉讓：申請人（下稱「您」【即被告】）同意以分期付款買賣方式，向賣方（下稱「特約商」【即富邦公司】）購買於中租零卡分期APP（下稱「本平台」）之交易（或結帳）確認頁面中所載之商品或服務（下稱「本標的」），於您在本平台點選確認交易（或結帳）時，已充分知悉並同意本分期付款買賣申請，一經仲信資融（股）公司（下稱「本公司」【即原告】）審核通過後，特約商即已將請求支付分期價款之權利、標的物之所有權及相關附隨權利、以及依買賣契約所生之一切權利及利益等（含遲延利息及違約金），讓與本公司及其再受讓人，同時授權本公司為帳務管理及相關作業，不另為書面通知；……；一,民法第1條、民法第10條,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,8519,20251219,1",,2025-12-19,遷讓房屋等,系爭房屋屋況具有嚴重瑕疵，使用價值低落，原告請求 之相當於租金不當得利不應以約定租金計算，且請衡量係原 告違約在先（拒絕修繕、拒開發票、誤導性發票、不當威脅 ），被告非惡意不搬遷等情，酌減懲罰性違約金金額等語置 辯。,,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,8519,20251219,1",,2025-12-19,遷讓房屋等,又約 定之違約金額過高者，法院得減至相當之數額，民法第252 條亦有明文。,民法第252條,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,8519,20251219,1",,2025-12-19,遷讓房屋等,至於當事人約定之違約金否過高，須依一般客 觀事實，社會經濟狀況，當事人所受損害情形及債務人如能 依約履行時，債權人可享受之一切利益為衡量標準；若所約 定之額數，與實際損害顯相懸殊者，法院自得酌予核減，並 不因懲罰性違約金或賠償額預定性違約金而異。,,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,8622,20251205,1",,2025-12-05,遷讓房屋等,㈢按給付無確定期限者，債務人於債權人得請求給付時，經其 催告而未為給付，自受催告時起，負遲延責任；其經債權人 起訴而送達訴狀，或依督促程式送達支付命令，或為其他相 類之行為者，與催告有同一之效力；遲延之債務，以支付金 錢為標的者，債權人得請求依法定利率計算之遲延利息；應 付利息之債務，其利率未經約定，亦無法律可據者，週年利 率為5%；民法第229條第2項、第233條第1項前段及第203條 定有明文。,民法第229條、民法第233條、民法第203條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,6021,20251224,1",,2025-12-24,給付租金,原告雖於被告遷入系爭房屋之過程中，以保障 自己權利為由，要求訂定系爭租約，然系爭租約係以原告之 應繼分為租賃標的，屬於契約標的自始客觀不能，應屬無效 ，被告自不得依系爭契約請求給付租金等語，以資答辯。,,high,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,6021,20251224,1",,2025-12-24,給付租金,三、本院之判斷： (一)按以不能之給付為契約標的者，其契約為無效，民法第246 條第1項前段定有明文。,民法第246條,high,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,8817,20251216,1",,2025-12-16,給付分期買賣價金,貳、實體部分： 一、原告主張被告向訴外人「鄒淑貞」辦理車輛分期付款買賣， 約定自民國112年12月14日起至115年11月14日止，分36期， 每期新臺幣8729元，合計分期總價31萬4244元，原告係受讓 自訴外人「鄒淑貞」對其之應收帳款債權，被告自114年2月 15日起（即分期第15期）未依約繳付款項迄今，本金餘16萬 6217元未清償，請求如主文所示之金額等情，業據原告提出 與其所述相符之債權轉讓與暨償還契約書及帳務資料等件為 證，又被告對於上開事實，經於相當時期受合法之通知，而 未於言詞辯論期日到場爭執或提出書狀答辯，本院審酌原告 所提證據，堪信原告之主張為真實。,,low,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,9409,20251230,1",,2025-12-30,給付租金等,」、「系爭房 屋應有越界占用系爭74地號土地，而得據此提出上開民法第 796條之1規定之抗辯，乃被告及至111年7月29日始具狀提出 上開民法第796條之1規定之防禦方法，顯有重大過失，倘本 院依被告上開防禦方法續為調查、審理，勢必延滯本件訴訟 之進行而有礙訴訟之終結，是被告乃重大過失逾時提出上揭 防禦方法，有礙訴訟終結，且無不能期待被告及時提出上揭 防禦方法而顯失公平之情事，依法不應准許其提出，故本院 就前述逾時提出之防禦方法應不予審酌」，最高法院108年 度台上字第1080號民事判決意旨、臺灣高等法院110年度上 字第318號民事判決意旨、臺灣基隆地方法院基隆簡易庭111 年度基簡字第36,民法第796條,high,民法247-1:定型化契約顯失公平,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北小,4624,20251231,1",,2025-12-31,給付分期買賣價金,三、本院之判斷： ㈠依系爭契約第7條約定：「乙方（即被告）如有下列各款情事 之一者，即喪失其分期償還之利益，甲方（即原告）得不經 通知逕行要求立即清償全部債務，乙方並同意甲方得對到期 未付之各期分期價款按依年息16％逐日計收遲延利息：1.乙 方未依本契約約定清償債務，或償付費用、稅捐。,民法第7條,low,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,5507,20251230,2",,2025-12-30,返還押租金等,㈢再按給付無確定期限者，債務人於債權人得請求給付時，經 其催告而未為給付，自受催告時起，負遲延責任，其經債權 人起訴而送達訴狀，與催告有同一之效力，民法第229條第2 項定有明文。,民法第229條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,7114,20251218,2",,2025-12-18,給付租金等,」、「系爭房 屋應有越界占用系爭74地號土地，而得據此提出上開民法第 796條之1規定之抗辯，乃被告及至111年7月29日始具狀提出 上開民法第796條之1規定之防禦方法，顯有重大過失，倘本 院依被告上開防禦方法續為調查、審理，勢必延滯本件訴訟 之進行而有礙訴訟之終結，是被告乃重大過失逾時提出上揭 防禦方法，有礙訴訟終結，且無不能期待被告及時提出上揭 防禦方法而顯失公平之情事，依法不應准許其提出，故本院 就前述逾時提出之防禦方法應不予審酌」，最高法院108年 度台上字第1080號民事判決意旨、臺灣高等法院110年度上 字第318號民事判決意旨、臺灣基隆地方法院基隆簡易庭111 年度基簡字第36,民法第796條,high,民法247-1:定型化契約顯失公平,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,9229,20251217,1",,2025-12-17,給付分期買賣價金,本件依兩造簽訂之債權讓與暨償還契約 書（下稱系爭契約）第13條，兩造合意以本院為第一審管轄 法院（見本院卷第13頁），故本院自有管轄權，合先敘明。,民法第13條,low,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,9229,20251217,1",,2025-12-17,給付分期買賣價金,」、第7條第1款約定：「債務人（即被告）如有下列 各款情事之一者，即喪失其分期償還之利益，受讓人（即原 告）得不經通知要求立即清償全部債務，債務人並同意受讓 人得對到期未付之各期分期價款按年息16％逐日計收遲延利 息：⑴債務人未依本契約書約定清償債務，或償付費用、稅 捐。,民法第7條,low,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,6024,20251230,1",,2025-12-30,給付租金等,再按承租人租金支付有遲延 者，出租人得定相當期限，催告承租人支付租金，如承租人於 其期限內不為支付，出租人固得終止契約，然系爭契約第6條 就商品銷售部分亦約定原告有提供主力銷售活動協助義務，並 可獲取該條第4款計算之佣金，原告因此有通報被告寄賣物品 銷售信息、提供報表等資訊、第8條第5款則約定原告有應在每 月報表中彙報該月份銷售額、第9條第3款約定：協力銷售之款 項結算採月結方式進行，原告應自每月銷售報表結算日期起30 日內，將有關已售出商品之款項匯款予被告（見本院卷第19至 21頁），亦即，系爭契約顯非單純租賃場地或櫃位之契約而已 ，而係如被告所抗辯並有原告應為被告負結算銷售金額，並於 次月,民法第6條、民法第8條、民法第9條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,2277,20251204,1",,2025-12-04,給付租金,此屬於訂約時無法預料之政治因素，如由 被告承擔其不利益，顯失公平，被告應得依民法第227條之2 規定之情事變更原則，請求免除租金之給付等語，以資答辯 。,民法第227條,high,民法247-1:定型化契約顯失公平,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,2277,20251204,1",,2025-12-04,給付租金,(三)按契約成立後，情事變更，非當時所得預料，而依其原有效 果顯失公平者，當事人得聲請法院增、減其給付或變更其他 原有之效果，固為民法第227條之2第1項所規定；然系爭契 約之租賃期間係至112年12月31日止，通傳會4位委員之任期 則係於113年7月31日屆滿，其間有長達7個月之間隔；被告 自稱於112年底以前即無續約之意願，於上開期間卻遲未依 約出具頻道下架同意書，或以其他方式確實表達不續約之意 思，迄至通傳會委員缺位後，才以通傳會無法審查，其提出 文件也沒有意義等語當作其不作為之理由，應認被告對於系 爭頻道無法審查下架具有可歸責之事由，難認依原有契約效 果為給付有顯失公平之情形。,民法第227條,high,民法247-1:定型化契約顯失公平,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,8388,20251223,1",,2025-12-23,給付分期買賣價金,理由 一、本件兩造合意以本院為第一審管轄法院，有債權讓與暨償還 契約書第13條在卷可稽（見本院卷第11頁），依民事訴訟法 第24條規定，本院自有管轄權。,民法第13條、民事訴訟法第24條,low,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,8388,20251223,1",,2025-12-23,給付分期買賣價金,"三、原告主張被告向訴外人鄒淑貞辦理車輛分期付款買賣，約定 自民國112年12月27日起至115年5月27日止，分30期，每期 新臺幣（下同）12,120元，合計分期總價款為363,600元， 原告係受讓自鄒淑貞對被告之應收帳款債權，而被告自114 年1月7日起（即分期第13期）未依約繳付款項迄今，本金餘 193,611元未清償，經原告催討仍置之不理，依約即喪失其 分期償還之利益，爰起訴請求給付等語。",,low,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,9021,20251222,1",,2025-12-22,返還租賃物等,㈡又兩造既於系爭契約第3條第3項、第5條、第6條第1項前段約 定：租金及計張費用由供應商開立發票予承租人（即被告公 司），租金採代收轉付，供應商收到租金後轉付出租人（即 原告）；1、租賃期間內不得任意提前終止本約，僅下列各 款情形之一或各方書面合意終止時，本契約提前終止：⑴積 欠壹期（含）以上租金或壹期（含）以上計張費用，經書面 定期催告給付仍不履行。,民法第3條、民法第5條、民法第6條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,9021,20251222,1",,2025-12-22,返還租賃物等,㈢再按給付無確定期限者，債務人於債權人得請求給付時，經 其催告而未為給付，自受催告時起，負遲延責任；其經債權 人起訴而送達訴狀，或依督促程式送達支付命令，或為其他 相類之行為者，與催告有同一之效力；遲延之債務，以支付 金錢為標的者，債權人得請求依法定利率計算之遲延利息； 民法第229條第2項、第233條第1項前段定有明文，又系爭租 約第6條第1項前段就租金部分約定應按8%計算遲延利息已如 前述。,民法第229條、民法第233條、民法第6條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北小,4721,20251217,1",,2025-12-17,給付分期買賣價金,本件依兩造所簽訂之債權讓與暨償還契 約書（下稱系爭契約）第13條約定（見本院卷第13頁），雙 方合意以臺灣臺北地方法院為第一審管轄法院，故原告向本 院提起本件訴訟，核與首揭規定相符，本院就本件訴訟自有 管轄權，合先敘明。,民法第13條,low,,Y
silver,判決關鍵詞抽取(未核對),"TPEV,114,北簡,8489,20251203,1",,2025-12-03,給付租金等,但約定利率較高者，仍從其約定利率；約定利率，超過週年 百分之十六者，超過部分之約定，無效，民法第229條第1項 、第2項、233條第1項、第203條分別定有明文。,民法第229條、民法第203條,high,,Y
